"","week","prop.ascertain","lim.non.HH","measure","intervention","ymin","lower","middle","upper","ymax"
"1093",5,0.25,"5","hh_cases","Quarantine + SD",1,16,35,68,172
"1094",6,0.25,"5","hh_cases","Quarantine + SD",0,23,55,123,307
"1095",7,0.25,"5","hh_cases","Quarantine + SD",0,46,104,237,594
"1096",8,0.25,"5","hh_cases","Quarantine + SD",1,49,143,279,681
"1097",1,0.5,"5","hh_cases","Quarantine + SD",0,0,1,1,3
"1098",2,0.5,"5","hh_cases","Quarantine + SD",1,3,6,10,16
"1099",3,0.5,"5","hh_cases","Quarantine + SD",1,5,12,23,34
"1100",4,0.5,"5","hh_cases","Quarantine + SD",0,10,18,36,57
"1101",5,0.5,"5","hh_cases","Quarantine + SD",0,14,31,60,110
"1102",6,0.5,"5","hh_cases","Quarantine + SD",0,17,50,106,214
"1103",7,0.5,"5","hh_cases","Quarantine + SD",0,36,80,167,443
"1104",8,0.5,"5","hh_cases","Quarantine + SD",0,34,100,182,538
"1105",1,0.75,"5","hh_cases","Quarantine + SD",0,0,0,1,3
"1106",2,0.75,"5","hh_cases","Quarantine + SD",1,3,5,8,14
"1107",3,0.75,"5","hh_cases","Quarantine + SD",1,5,9,14,29
"1108",4,0.75,"5","hh_cases","Quarantine + SD",0,2,10,23,57
"1109",5,0.75,"5","hh_cases","Quarantine + SD",0,1,12,38,121
"1110",6,0.75,"5","hh_cases","Quarantine + SD",0,0,22,52,205
"1111",7,0.75,"5","hh_cases","Quarantine + SD",0,0,31,77,351
"1112",8,0.75,"5","hh_cases","Quarantine + SD",0,0,28,90,422
"1113",1,1,"5","hh_cases","Quarantine + SD",0,0,0,1,2
"1114",2,1,"5","hh_cases","Quarantine + SD",0,2,4,8,15
"1115",3,1,"5","hh_cases","Quarantine + SD",0,3,7,14,30
"1116",4,1,"5","hh_cases","Quarantine + SD",0,1,8,22,52
"1117",5,1,"5","hh_cases","Quarantine + SD",0,0,6,32,103
"1118",6,1,"5","hh_cases","Quarantine + SD",0,0,4,42,158
"1119",7,1,"5","hh_cases","Quarantine + SD",0,0,2,54,218
"1120",8,1,"5","hh_cases","Quarantine + SD",0,0,2,46,249
"1121",1,0,"10","hh_cases","Quarantine + SD",0,0,0,1,3
"1122",2,0,"10","hh_cases","Quarantine + SD",0,3,6,10,14
"1123",3,0,"10","hh_cases","Quarantine + SD",1,6,14,21,44
"1124",4,0,"10","hh_cases","Quarantine + SD",2,10,28,47,91
"1125",5,0,"10","hh_cases","Quarantine + SD",4,22,56,105,202
"1126",6,0,"10","hh_cases","Quarantine + SD",5,54,121,228,480
"1127",7,0,"10","hh_cases","Quarantine + SD",19,112,249,538,925
"1128",8,0,"10","hh_cases","Quarantine + SD",17,131,342,746,1251
"1129",1,0.25,"10","hh_cases","Quarantine + SD",0,0,0,1,2
"1130",2,0.25,"10","hh_cases","Quarantine + SD",0,2,5,9,13
"1131",3,0.25,"10","hh_cases","Quarantine + SD",0,4,10,17,36
"1132",4,0.25,"10","hh_cases","Quarantine + SD",0,5,22,36,89
"1133",5,0.25,"10","hh_cases","Quarantine + SD",0,9,46,85,204
"1134",6,0.25,"10","hh_cases","Quarantine + SD",0,17,84,176,471
"1135",7,0.25,"10","hh_cases","Quarantine + SD",0,43,150,361,941
"1136",8,0.25,"10","hh_cases","Quarantine + SD",0,48,199,442,1244
"1137",1,0.5,"10","hh_cases","Quarantine + SD",0,0,0,1,3
"1138",2,0.5,"10","hh_cases","Quarantine + SD",0,2,5,9,14
"1139",3,0.5,"10","hh_cases","Quarantine + SD",0,5,10,18,32
"1140",4,0.5,"10","hh_cases","Quarantine + SD",0,5,14,28,59
"1141",5,0.5,"10","hh_cases","Quarantine + SD",0,7,25,57,113
"1142",6,0.5,"10","hh_cases","Quarantine + SD",0,9,46,102,209
"1143",7,0.5,"10","hh_cases","Quarantine + SD",0,17,77,202,429
"1144",8,0.5,"10","hh_cases","Quarantine + SD",0,20,92,233,570
"1145",1,0.75,"10","hh_cases","Quarantine + SD",0,0,0,1,2
"1146",2,0.75,"10","hh_cases","Quarantine + SD",0,2,5,8,19
"1147",3,0.75,"10","hh_cases","Quarantine + SD",0,4,10,18,34
"1148",4,0.75,"10","hh_cases","Quarantine + SD",0,3,12,30,68
"1149",5,0.75,"10","hh_cases","Quarantine + SD",0,3,16,50,140
"1150",6,0.75,"10","hh_cases","Quarantine + SD",0,2,30,102,256
"1151",7,0.75,"10","hh_cases","Quarantine + SD",0,0,56,165,396
"1152",8,0.75,"10","hh_cases","Quarantine + SD",0,0,56,169,444
"1153",1,1,"10","hh_cases","Quarantine + SD",0,0,0,1,2
"1154",2,1,"10","hh_cases","Quarantine + SD",0,2,5,8,14
"1155",3,1,"10","hh_cases","Quarantine + SD",0,3,9,14,29
"1156",4,1,"10","hh_cases","Quarantine + SD",0,3,10,26,67
"1157",5,1,"10","hh_cases","Quarantine + SD",0,1,13,44,168
"1158",6,1,"10","hh_cases","Quarantine + SD",0,0,16,72,255
"1159",7,1,"10","hh_cases","Quarantine + SD",0,0,10,84,531
"1160",8,1,"10","hh_cases","Quarantine + SD",0,0,11,66,580
"1161",1,0,"Inf","hh_cases","Quarantine + SD",0,0,0,1,3
"1162",2,0,"Inf","hh_cases","Quarantine + SD",0,1,4,8,15
"1163",3,0,"Inf","hh_cases","Quarantine + SD",1,4,9,18,37
"1164",4,0,"Inf","hh_cases","Quarantine + SD",0,4,20,40,92
"1165",5,0,"Inf","hh_cases","Quarantine + SD",1,12,50,96,225
"1166",6,0,"Inf","hh_cases","Quarantine + SD",0,30,104,220,512
"1167",7,0,"Inf","hh_cases","Quarantine + SD",0,65,211,456,1038
"1168",8,0,"Inf","hh_cases","Quarantine + SD",0,73,273,634,1445
"1169",1,0.25,"Inf","hh_cases","Quarantine + SD",0,0,0,1,3
"1170",2,0.25,"Inf","hh_cases","Quarantine + SD",0,2,4,7,16
"1171",3,0.25,"Inf","hh_cases","Quarantine + SD",0,5,9,16,28
"1172",4,0.25,"Inf","hh_cases","Quarantine + SD",1,7,17,40,75
"1173",5,0.25,"Inf","hh_cases","Quarantine + SD",0,15,36,75,188
"1174",6,0.25,"Inf","hh_cases","Quarantine + SD",2,23,78,162,441
"1175",7,0.25,"Inf","hh_cases","Quarantine + SD",1,50,174,354,931
"1176",8,0.25,"Inf","hh_cases","Quarantine + SD",1,64,212,467,1212
"1177",1,0.5,"Inf","hh_cases","Quarantine + SD",0,0,0,1,2
"1178",2,0.5,"Inf","hh_cases","Quarantine + SD",0,2,4,7,15
"1179",3,0.5,"Inf","hh_cases","Quarantine + SD",0,4,8,16,30
"1180",4,0.5,"Inf","hh_cases","Quarantine + SD",0,6,16,30,67
"1181",5,0.5,"Inf","hh_cases","Quarantine + SD",0,10,30,71,133
"1182",6,0.5,"Inf","hh_cases","Quarantine + SD",0,16,62,130,267
"1183",7,0.5,"Inf","hh_cases","Quarantine + SD",0,25,132,242,564
"1184",8,0.5,"Inf","hh_cases","Quarantine + SD",0,35,144,321,766
"1185",1,0.75,"Inf","hh_cases","Quarantine + SD",0,0,0,1,2
"1186",2,0.75,"Inf","hh_cases","Quarantine + SD",0,2,4,6,12
"1187",3,0.75,"Inf","hh_cases","Quarantine + SD",0,4,9,14,28
"1188",4,0.75,"Inf","hh_cases","Quarantine + SD",0,4,14,30,59
"1189",5,0.75,"Inf","hh_cases","Quarantine + SD",0,6,22,48,166
"1190",6,0.75,"Inf","hh_cases","Quarantine + SD",0,6,33,80,323
"1191",7,0.75,"Inf","hh_cases","Quarantine + SD",0,10,60,155,594
"1192",8,0.75,"Inf","hh_cases","Quarantine + SD",0,9,68,178,629
"1193",1,1,"Inf","hh_cases","Quarantine + SD",0,0,0,1,2
"1194",2,1,"Inf","hh_cases","Quarantine + SD",0,2,4,7,12
"1195",3,1,"Inf","hh_cases","Quarantine + SD",1,3,7,14,29
"1196",4,1,"Inf","hh_cases","Quarantine + SD",0,1,9,23,63
"1197",5,1,"Inf","hh_cases","Quarantine + SD",0,0,11,37,91
"1198",6,1,"Inf","hh_cases","Quarantine + SD",0,0,6,48,150
"1199",7,1,"Inf","hh_cases","Quarantine + SD",0,0,8,60,282
"1200",8,1,"Inf","hh_cases","Quarantine + SD",0,0,2,53,303
"1201",1,0,"0","cumulative","Quarantine + SD",2,3,4,6,8
"1202",2,0,"0","cumulative","Quarantine + SD",6,9,12,16,25
"1203",3,0,"0","cumulative","Quarantine + SD",9,14,18,27,39
"1204",4,0,"0","cumulative","Quarantine + SD",9,16,22,35,56
"1205",5,0,"0","cumulative","Quarantine + SD",10,17,26,37,77
"1206",6,0,"0","cumulative","Quarantine + SD",10,18,26,44,88
"1207",7,0,"0","cumulative","Quarantine + SD",10,18,26,49,95
"1208",8,0,"0","cumulative","Quarantine + SD",10,18,27,50,100
"1209",1,0.25,"0","cumulative","Quarantine + SD",1,3,4,5,7
"1210",2,0.25,"0","cumulative","Quarantine + SD",6,9,12,17,22
"1211",3,0.25,"0","cumulative","Quarantine + SD",7,14,19,26,38
"1212",4,0.25,"0","cumulative","Quarantine + SD",8,17,23,32,52
"1213",5,0.25,"0","cumulative","Quarantine + SD",8,17,25,36,66
"1214",6,0.25,"0","cumulative","Quarantine + SD",8,17,25,40,78
"1215",7,0.25,"0","cumulative","Quarantine + SD",8,17,26,40,85
"1216",8,0.25,"0","cumulative","Quarantine + SD",8,17,26,40,86
"1217",1,0.5,"0","cumulative","Quarantine + SD",2,3,4,6,8
"1218",2,0.5,"0","cumulative","Quarantine + SD",7,10,12,16,22
"1219",3,0.5,"0","cumulative","Quarantine + SD",10,14,19,26,35
"1220",4,0.5,"0","cumulative","Quarantine + SD",10,16,23,32,49
"1221",5,0.5,"0","cumulative","Quarantine + SD",10,17,23,37,58
"1222",6,0.5,"0","cumulative","Quarantine + SD",10,17,24,37,73
"1223",7,0.5,"0","cumulative","Quarantine + SD",10,18,24,38,89
"1224",8,0.5,"0","cumulative","Quarantine + SD",10,18,24,38,94
"1225",1,0.75,"0","cumulative","Quarantine + SD",2,3,4,5,8
"1226",2,0.75,"0","cumulative","Quarantine + SD",6,9,12,16,22
"1227",3,0.75,"0","cumulative","Quarantine + SD",8,13,20,26,35
"1228",4,0.75,"0","cumulative","Quarantine + SD",8,15,22,32,46
"1229",5,0.75,"0","cumulative","Quarantine + SD",8,16,25,35,61
"1230",6,0.75,"0","cumulative","Quarantine + SD",8,16,25,42,76
"1231",7,0.75,"0","cumulative","Quarantine + SD",8,16,25,43,81
"1232",8,0.75,"0","cumulative","Quarantine + SD",8,16,25,43,84
"1233",1,1,"0","cumulative","Quarantine + SD",2,3,4,6,8
"1234",2,1,"0","cumulative","Quarantine + SD",7,10,12,15,20
"1235",3,1,"0","cumulative","Quarantine + SD",9,14,19,25,35
"1236",4,1,"0","cumulative","Quarantine + SD",9,15,22,29,42
"1237",5,1,"0","cumulative","Quarantine + SD",9,15,24,31,73
"1238",6,1,"0","cumulative","Quarantine + SD",9,16,24,33,91
"1239",7,1,"0","cumulative","Quarantine + SD",9,16,24,33,96
"1240",8,1,"0","cumulative","Quarantine + SD",9,16,24,33,96
"1241",1,0,"1","cumulative","Quarantine + SD",2,3,5,6,8
"1242",2,0,"1","cumulative","Quarantine + SD",5,10,14,21,30
"1243",3,0,"1","cumulative","Quarantine + SD",7,19,31,39,62
"1244",4,0,"1","cumulative","Quarantine + SD",7,29,48,64,115
"1245",5,0,"1","cumulative","Quarantine + SD",7,45,67,96,167
"1246",6,0,"1","cumulative","Quarantine + SD",7,62,94,136,237
"1247",7,0,"1","cumulative","Quarantine + SD",7,76,132,189,324
"1248",8,0,"1","cumulative","Quarantine + SD",7,92,164,240,410
"1249",1,0.25,"1","cumulative","Quarantine + SD",2,3,4,5,7
"1250",2,0.25,"1","cumulative","Quarantine + SD",6,8,12,16,23
"1251",3,0.25,"1","cumulative","Quarantine + SD",8,15,22,32,46
"1252",4,0.25,"1","cumulative","Quarantine + SD",8,21,32,52,69
"1253",5,0.25,"1","cumulative","Quarantine + SD",8,27,48,80,105
"1254",6,0.25,"1","cumulative","Quarantine + SD",8,36,61,108,171
"1255",7,0.25,"1","cumulative","Quarantine + SD",8,41,78,140,260
"1256",8,0.25,"1","cumulative","Quarantine + SD",8,46,94,172,329
"1257",1,0.5,"1","cumulative","Quarantine + SD",2,3,4,5,7
"1258",2,0.5,"1","cumulative","Quarantine + SD",7,10,12,18,28
"1259",3,0.5,"1","cumulative","Quarantine + SD",10,18,25,34,52
"1260",4,0.5,"1","cumulative","Quarantine + SD",11,26,37,52,95
"1261",5,0.5,"1","cumulative","Quarantine + SD",11,32,46,73,135
"1262",6,0.5,"1","cumulative","Quarantine + SD",11,37,61,90,194
"1263",7,0.5,"1","cumulative","Quarantine + SD",11,42,76,118,292
"1264",8,0.5,"1","cumulative","Quarantine + SD",11,46,85,144,371
"1265",1,0.75,"1","cumulative","Quarantine + SD",2,3,4,5,7
"1266",2,0.75,"1","cumulative","Quarantine + SD",7,10,12,17,25
"1267",3,0.75,"1","cumulative","Quarantine + SD",10,15,23,30,52
"1268",4,0.75,"1","cumulative","Quarantine + SD",13,21,32,48,89
"1269",5,0.75,"1","cumulative","Quarantine + SD",15,26,42,68,130
"1270",6,0.75,"1","cumulative","Quarantine + SD",15,29,54,87,169
"1271",7,0.75,"1","cumulative","Quarantine + SD",15,32,66,109,220
"1272",8,0.75,"1","cumulative","Quarantine + SD",15,32,73,117,265
"1273",1,1,"1","cumulative","Quarantine + SD",2,3,4,5,8
"1274",2,1,"1","cumulative","Quarantine + SD",6,9,12,17,23
"1275",3,1,"1","cumulative","Quarantine + SD",9,14,22,33,46
"1276",4,1,"1","cumulative","Quarantine + SD",10,17,27,47,88
"1277",5,1,"1","cumulative","Quarantine + SD",10,18,36,58,130
"1278",6,1,"1","cumulative","Quarantine + SD",10,18,41,80,186
"1279",7,1,"1","cumulative","Quarantine + SD",10,18,43,102,232
"1280",8,1,"1","cumulative","Quarantine + SD",10,18,43,118,246
"1281",1,0,"5","cumulative","Quarantine + SD",2,3,4,5,10
"1282",2,0,"5","cumulative","Quarantine + SD",6,10,14,23,40
"1283",3,0,"5","cumulative","Quarantine + SD",6,18,38,60,108
"1284",4,0,"5","cumulative","Quarantine + SD",7,33,86,130,267
"1285",5,0,"5","cumulative","Quarantine + SD",7,58,157,280,572
"1286",6,0,"5","cumulative","Quarantine + SD",7,90,294,615,1238
"1287",7,0,"5","cumulative","Quarantine + SD",7,178,536,1204,2566
"1288",8,0,"5","cumulative","Quarantine + SD",7,246,848,1942,4230
"1289",1,0.25,"5","cumulative","Quarantine + SD",2,3,4,6,9
"1290",2,0.25,"5","cumulative","Quarantine + SD",6,11,16,22,33
"1291",3,0.25,"5","cumulative","Quarantine + SD",10,22,36,56,95
"1292",4,0.25,"5","cumulative","Quarantine + SD",12,40,72,120,225
"1293",5,0.25,"5","cumulative","Quarantine + SD",18,71,136,244,501
"1294",6,0.25,"5","cumulative","Quarantine + SD",27,112,243,476,1000
"1295",7,0.25,"5","cumulative","Quarantine + SD",36,189,436,912,2095
"1296",8,0.25,"5","cumulative","Quarantine + SD",41,282,654,1415,3395
"1297",1,0.5,"5","cumulative","Quarantine + SD",2,3,5,6,8
"1298",2,0.5,"5","cumulative","Quarantine + SD",7,11,16,22,35
"1299",3,0.5,"5","cumulative","Quarantine + SD",10,22,36,58,96
"1300",4,0.5,"5","cumulative","Quarantine + SD",10,45,64,132,208
"1301",5,0.5,"5","cumulative","Quarantine + SD",10,77,118,255,388
"1302",6,0.5,"5","cumulative","Quarantine + SD",10,113,204,430,745
"1303",7,0.5,"5","cumulative","Quarantine + SD",10,178,330,725,1505
"1304",8,0.5,"5","cumulative","Quarantine + SD",10,259,478,1054,2454
"1305",1,0.75,"5","cumulative","Quarantine + SD",2,3,4,5,8
"1306",2,0.75,"5","cumulative","Quarantine + SD",6,9,13,18,30
"1307",3,0.75,"5","cumulative","Quarantine + SD",7,17,29,43,83
"1308",4,0.75,"5","cumulative","Quarantine + SD",8,23,46,83,191
"1309",5,0.75,"5","cumulative","Quarantine + SD",8,26,72,150,360
"1310",6,0.75,"5","cumulative","Quarantine + SD",8,32,106,263,709
"1311",7,0.75,"5","cumulative","Quarantine + SD",8,36,157,384,1283
"1312",8,0.75,"5","cumulative","Quarantine + SD",8,42,224,519,1941
"1313",1,1,"5","cumulative","Quarantine + SD",2,4,4,5,7
"1314",2,1,"5","cumulative","Quarantine + SD",6,9,13,18,29
"1315",3,1,"5","cumulative","Quarantine + SD",7,15,23,44,83
"1316",4,1,"5","cumulative","Quarantine + SD",7,20,36,79,175
"1317",5,1,"5","cumulative","Quarantine + SD",7,22,54,146,369
"1318",6,1,"5","cumulative","Quarantine + SD",7,22,68,232,632
"1319",7,1,"5","cumulative","Quarantine + SD",7,22,72,328,1026
"1320",8,1,"5","cumulative","Quarantine + SD",7,22,73,434,1325
"1321",1,0,"10","cumulative","Quarantine + SD",2,3,5,6,9
"1322",2,0,"10","cumulative","Quarantine + SD",6,11,16,23,39
"1323",3,0,"10","cumulative","Quarantine + SD",10,21,44,64,107
"1324",4,0,"10","cumulative","Quarantine + SD",18,46,104,157,289
"1325",5,0,"10","cumulative","Quarantine + SD",32,98,217,379,752
"1326",6,0,"10","cumulative","Quarantine + SD",52,191,463,838,1568
"1327",7,0,"10","cumulative","Quarantine + SD",94,394,998,1942,3669
"1328",8,0,"10","cumulative","Quarantine + SD",138,647,1692,3514,6170
"1329",1,0.25,"10","cumulative","Quarantine + SD",2,3,4,5,8
"1330",2,0.25,"10","cumulative","Quarantine + SD",6,9,14,21,35
"1331",3,0.25,"10","cumulative","Quarantine + SD",8,17,38,56,124
"1332",4,0.25,"10","cumulative","Quarantine + SD",8,30,83,134,324
"1333",5,0.25,"10","cumulative","Quarantine + SD",8,53,159,295,759
"1334",6,0.25,"10","cumulative","Quarantine + SD",8,75,358,674,1792
"1335",7,0.25,"10","cumulative","Quarantine + SD",8,153,684,1380,3819
"1336",8,0.25,"10","cumulative","Quarantine + SD",8,309,1025,2356,6348
"1337",1,0.5,"10","cumulative","Quarantine + SD",2,3,5,6,8
"1338",2,0.5,"10","cumulative","Quarantine + SD",7,10,15,24,36
"1339",3,0.5,"10","cumulative","Quarantine + SD",9,21,35,57,107
"1340",4,0.5,"10","cumulative","Quarantine + SD",10,32,66,123,205
"1341",5,0.5,"10","cumulative","Quarantine + SD",10,56,109,250,403
"1342",6,0.5,"10","cumulative","Quarantine + SD",11,76,206,441,844
"1343",7,0.5,"10","cumulative","Quarantine + SD",11,114,376,822,1763
"1344",8,0.5,"10","cumulative","Quarantine + SD",11,159,576,1275,2963
"1345",1,0.75,"10","cumulative","Quarantine + SD",2,3,4,6,8
"1346",2,0.75,"10","cumulative","Quarantine + SD",6,11,14,21,37
"1347",3,0.75,"10","cumulative","Quarantine + SD",8,19,34,56,103
"1348",4,0.75,"10","cumulative","Quarantine + SD",9,26,59,121,248
"1349",5,0.75,"10","cumulative","Quarantine + SD",9,34,97,206,537
"1350",6,0.75,"10","cumulative","Quarantine + SD",9,42,174,406,994
"1351",7,0.75,"10","cumulative","Quarantine + SD",9,42,272,677,1876
"1352",8,0.75,"10","cumulative","Quarantine + SD",9,42,412,1016,2636
"1353",1,1,"10","cumulative","Quarantine + SD",2,3,4,5,8
"1354",2,1,"10","cumulative","Quarantine + SD",6,9,13,19,31
"1355",3,1,"10","cumulative","Quarantine + SD",7,16,30,45,91
"1356",4,1,"10","cumulative","Quarantine + SD",9,22,50,100,231
"1357",5,1,"10","cumulative","Quarantine + SD",9,26,74,196,577
"1358",6,1,"10","cumulative","Quarantine + SD",9,27,98,340,1171
"1359",7,1,"10","cumulative","Quarantine + SD",9,27,144,547,1869
"1360",8,1,"10","cumulative","Quarantine + SD",9,28,176,662,3157
"1361",1,0,"Inf","cumulative","Quarantine + SD",2,3,4,6,10
"1362",2,0,"Inf","cumulative","Quarantine + SD",5,9,15,24,43
"1363",3,0,"Inf","cumulative","Quarantine + SD",7,20,38,68,138
"1364",4,0,"Inf","cumulative","Quarantine + SD",9,35,94,179,396
"1365",5,0,"Inf","cumulative","Quarantine + SD",10,64,226,417,991
"1366",6,0,"Inf","cumulative","Quarantine + SD",14,140,500,1009,2332
"1367",7,0,"Inf","cumulative","Quarantine + SD",14,320,1059,2170,5025
"1368",8,0,"Inf","cumulative","Quarantine + SD",14,526,1778,3779,8576
"1369",1,0.25,"Inf","cumulative","Quarantine + SD",2,3,4,6,11
"1370",2,0.25,"Inf","cumulative","Quarantine + SD",6,10,15,22,39
"1371",3,0.25,"Inf","cumulative","Quarantine + SD",8,21,38,70,110
"1372",4,0.25,"Inf","cumulative","Quarantine + SD",13,42,82,176,331
"1373",5,0.25,"Inf","cumulative","Quarantine + SD",14,85,174,365,838
"1374",6,0.25,"Inf","cumulative","Quarantine + SD",18,152,416,780,1959
"1375",7,0.25,"Inf","cumulative","Quarantine + SD",19,292,866,1781,4333
"1376",8,0.25,"Inf","cumulative","Quarantine + SD",20,482,1388,2923,7482
"1377",1,0.5,"Inf","cumulative","Quarantine + SD",2,3,4,6,9
"1378",2,0.5,"Inf","cumulative","Quarantine + SD",6,10,15,24,43
"1379",3,0.5,"Inf","cumulative","Quarantine + SD",7,22,36,62,109
"1380",4,0.5,"Inf","cumulative","Quarantine + SD",8,36,78,152,267
"1381",5,0.5,"Inf","cumulative","Quarantine + SD",8,61,156,322,605
"1382",6,0.5,"Inf","cumulative","Quarantine + SD",8,102,329,678,1280
"1383",7,0.5,"Inf","cumulative","Quarantine + SD",8,186,628,1260,2632
"1384",8,0.5,"Inf","cumulative","Quarantine + SD",8,262,1032,2023,4504
"1385",1,0.75,"Inf","cumulative","Quarantine + SD",2,3,4,5,8
"1386",2,0.75,"Inf","cumulative","Quarantine + SD",7,10,14,21,37
"1387",3,0.75,"Inf","cumulative","Quarantine + SD",8,20,38,57,103
"1388",4,0.75,"Inf","cumulative","Quarantine + SD",8,30,72,136,251
"1389",5,0.75,"Inf","cumulative","Quarantine + SD",8,45,129,263,645
"1390",6,0.75,"Inf","cumulative","Quarantine + SD",8,64,212,519,1542
"1391",7,0.75,"Inf","cumulative","Quarantine + SD",8,84,376,860,3203
"1392",8,0.75,"Inf","cumulative","Quarantine + SD",8,111,584,1392,4973
"1393",1,1,"Inf","cumulative","Quarantine + SD",2,3,4,6,8
"1394",2,1,"Inf","cumulative","Quarantine + SD",6,10,16,25,35
"1395",3,1,"Inf","cumulative","Quarantine + SD",8,20,34,56,115
"1396",4,1,"Inf","cumulative","Quarantine + SD",8,27,58,121,277
"1397",5,1,"Inf","cumulative","Quarantine + SD",9,28,91,209,454
"1398",6,1,"Inf","cumulative","Quarantine + SD",9,29,126,356,810
"1399",7,1,"Inf","cumulative","Quarantine + SD",9,30,140,507,1590
"1400",8,1,"Inf","cumulative","Quarantine + SD",9,30,148,633,2388
"1401",1,0,"0","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1402",2,0,"0","prop.non.HH","Quarantine + SD",2,4,4,5,7
"1403",3,0,"0","prop.non.HH","Quarantine + SD",1,3,4,5,7
"1404",4,0,"0","prop.non.HH","Quarantine + SD",1,1,2,4,7
"1405",5,0,"0","prop.non.HH","Quarantine + SD",1,1,1,3,6
"1406",6,0,"0","prop.non.HH","Quarantine + SD",1,1,1,2,6
"1407",7,0,"0","prop.non.HH","Quarantine + SD",1,1,1,1,5
"1408",8,0,"0","prop.non.HH","Quarantine + SD",1,1,1,1,3
"1409",1,0.25,"0","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1410",2,0.25,"0","prop.non.HH","Quarantine + SD",2,3,4,6,7
"1411",3,0.25,"0","prop.non.HH","Quarantine + SD",1,3,4,5,7
"1412",4,0.25,"0","prop.non.HH","Quarantine + SD",1,1,2,4,6
"1413",5,0.25,"0","prop.non.HH","Quarantine + SD",1,1,1,2,5
"1414",6,0.25,"0","prop.non.HH","Quarantine + SD",1,1,1,1,3
"1415",7,0.25,"0","prop.non.HH","Quarantine + SD",1,1,1,1,2
"1416",8,0.25,"0","prop.non.HH","Quarantine + SD",1,1,1,1,2
"1417",1,0.5,"0","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1418",2,0.5,"0","prop.non.HH","Quarantine + SD",2,3,4,5,6
"1419",3,0.5,"0","prop.non.HH","Quarantine + SD",1,2,3,5,7
"1420",4,0.5,"0","prop.non.HH","Quarantine + SD",1,1,2,4,7
"1421",5,0.5,"0","prop.non.HH","Quarantine + SD",1,1,1,2,5
"1422",6,0.5,"0","prop.non.HH","Quarantine + SD",1,1,1,1,4
"1423",7,0.5,"0","prop.non.HH","Quarantine + SD",1,1,1,1,4
"1424",8,0.5,"0","prop.non.HH","Quarantine + SD",1,1,1,1,1
"1425",1,0.75,"0","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1426",2,0.75,"0","prop.non.HH","Quarantine + SD",1,3,4,5,7
"1427",3,0.75,"0","prop.non.HH","Quarantine + SD",1,2,4,5,7
"1428",4,0.75,"0","prop.non.HH","Quarantine + SD",1,1,2,4,6
"1429",5,0.75,"0","prop.non.HH","Quarantine + SD",1,1,1,2,6
"1430",6,0.75,"0","prop.non.HH","Quarantine + SD",1,1,1,1,6
"1431",7,0.75,"0","prop.non.HH","Quarantine + SD",1,1,1,1,4
"1432",8,0.75,"0","prop.non.HH","Quarantine + SD",1,1,1,1,2
"1433",1,1,"0","prop.non.HH","Quarantine + SD",1,2,3,4,6
"1434",2,1,"0","prop.non.HH","Quarantine + SD",2,4,4,5,7
"1435",3,1,"0","prop.non.HH","Quarantine + SD",1,2,4,5,6
"1436",4,1,"0","prop.non.HH","Quarantine + SD",1,1,2,3,6
"1437",5,1,"0","prop.non.HH","Quarantine + SD",1,1,1,1,4
"1438",6,1,"0","prop.non.HH","Quarantine + SD",1,1,1,1,3
"1439",7,1,"0","prop.non.HH","Quarantine + SD",1,1,1,1,2
"1440",8,1,"0","prop.non.HH","Quarantine + SD",1,1,1,1,1
"1441",1,0,"1","prop.non.HH","Quarantine + SD",2,3,3,4,5
"1442",2,0,"1","prop.non.HH","Quarantine + SD",2,4,5,6,9
"1443",3,0,"1","prop.non.HH","Quarantine + SD",1,4,6,7,9
"1444",4,0,"1","prop.non.HH","Quarantine + SD",1,5,6,8,10
"1445",5,0,"1","prop.non.HH","Quarantine + SD",1,4,7,9,11
"1446",6,0,"1","prop.non.HH","Quarantine + SD",1,5,7,9,11
"1447",7,0,"1","prop.non.HH","Quarantine + SD",1,5,8,10,12
"1448",8,0,"1","prop.non.HH","Quarantine + SD",1,5,8,10,12
"1449",1,0.25,"1","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1450",2,0.25,"1","prop.non.HH","Quarantine + SD",2,3,5,6,7
"1451",3,0.25,"1","prop.non.HH","Quarantine + SD",1,3,5,6,8
"1452",4,0.25,"1","prop.non.HH","Quarantine + SD",1,3,5,7,10
"1453",5,0.25,"1","prop.non.HH","Quarantine + SD",1,3,6,8,10
"1454",6,0.25,"1","prop.non.HH","Quarantine + SD",1,3,6,8,10
"1455",7,0.25,"1","prop.non.HH","Quarantine + SD",1,3,6,9,11
"1456",8,0.25,"1","prop.non.HH","Quarantine + SD",1,1,5,9,10
"1457",1,0.5,"1","prop.non.HH","Quarantine + SD",1,2,3,4,5
"1458",2,0.5,"1","prop.non.HH","Quarantine + SD",2,4,5,6,8
"1459",3,0.5,"1","prop.non.HH","Quarantine + SD",2,4,6,7,9
"1460",4,0.5,"1","prop.non.HH","Quarantine + SD",1,4,5,7,9
"1461",5,0.5,"1","prop.non.HH","Quarantine + SD",1,3,5,7,9
"1462",6,0.5,"1","prop.non.HH","Quarantine + SD",1,3,5,7,11
